Datums;Rīga;Tallina;Viļņa
2001-11-09;0,552;0,556;0,546
2001-11-02;0,555;0,569;0,552
2001-10-26;0,554;0,571;0,561
2001-10-19;0,548;0,567;0,554
2001-10-12;0,559;0,57;0,538
2001-10-05;0,563;0,568;0,552
2001-09-28;0,559;0,561;0,549
2001-09-21;0,567;0,56;0,55
2001-09-14;0,59;0,557;0,556
2001-09-07;0,603;0,559;0,566
2001-08-31;0,578;0,567;0,551
2001-08-24;0,575;0,569;0,548
2001-08-17;0,585;0,569;0,544
2001-08-10;0,601;0,576;0,566
2001-08-03;0,6;0,579;0,567
2001-07-27;0,59;0,582;0,567
2001-07-20;0,597;0,583;0,572
2001-07-13;0,601;0,591;0,585
2001-07-06;0,603;0,59;0,592
2001-06-29;0,616;0,584;0,583
2001-06-22;0,62;0,58;0,583
2001-06-15;0,62;0,584;0,586
2001-06-08;0,626;0,583;0,59
2001-06-07;;;
2001-06-01;0,62;0,584;0,589
2001-05-25;0,626;0,561;0,567
2001-05-18;0,605;0,587;0,547
2001-05-11;0,603;0,588;0,564
2001-05-04;0,602;0,6;0,541
2001-04-27;0,602;0,6;0,53
2001-04-20;0,609;0,6;0,527
2001-04-13;0,601;0,603;0,525
2001-04-06;0,562;0,6;0,515
2001-03-30;0,57;0,602;0,531
2001-03-23;0,603;0,599;0,558
2001-03-16;0,61;0,604;0,563
2001-03-09;0,618;0,603;0,549
2001-03-02;0,623;0,588;0,55
2001-02-23;0,629;0,586;0,55
2001-02-16;0,615;0,588;0,543
2001-02-09;0,609;0,592;0,539
2001-02-02;0,606;0,585;0,532
2001-01-26;0,629;0,598;0,543
2001-01-19;0,624;0,636;0,549
2001-01-12;0,627;0,641;0,553
2001-01-05;0,661;0,645;0,556
2000-12-22;0,673;0,652;0,578
2000-12-15;0,694;0,663;0,61
2000-12-08;0,682;0,666;0,637
2000-12-01;0,686;0,684;0,685
2000-11-24;0,693;0,66;0,698
2000-11-17;0,688;0,66;0,664
2000-11-10;0,698;0,656;0,608
2000-11-03;0,692;0,661;0,618
2000-10-27;0,714;0,662;0,656
2000-10-20;0,702;0,644;0,641
2000-10-06;0,663;0,635;0,64
2000-09-29;0,657;0,631;0,633
2000-09-22;0,672;0,636;0,644
2000-09-15;0,652;0,636;0,64
2000-09-08;0,631;0,619;0,618
2000-09-01;0,61;0,607;0,594
2000-08-25;0,577;0,582;0,544
2000-08-18;0,568;0,574;0,532
2000-08-11;0,576;0,558;0,543
2000-08-04;0,568;0,564;0,535
2000-07-28;0,567;0,572;0,5
2000-07-21;0,579;0,567;0,521
2000-07-14;0,569;0,571;0,526
2000-07-07;0,566;0,574;0,522
2000-06-30;0,545;0,58;0,53
2000-06-23;0,604;0,568;0,53
2000-06-16;0,6;0,569;0,523
2000-06-09;0,599;0,57;0,522
2000-06-02;0,609;0,581;0,534
2000-05-26;0,63;0,579;0,555
2000-05-19;0,655;0,571;0,532
2000-05-12;0,652;0,564;0,519
2000-05-05;0,656;0,562;0,539
2000-04-28;0,64;0,562;0,522
2000-04-21;0,629;0,564;0,511
2000-04-14;0,622;0,57;0,511
2000-04-07;0,64;0,573;0,509
2000-03-31;0,645;0,575;0,514
2000-03-24;0,645;0,573;0,52
2000-03-17;0,639;0,569;0,5
2000-03-10;0,644;0,569;0,535
2000-03-03;0,636;0,554;0,522
2000-02-25;0,603;0,551;0,49
2000-02-18;0,614;0,568;0,512
2000-02-11;0,61;0,553;0,514
2000-02-04;0,617;0,55;0,524
2000-01-28;0,609;0,548;0,509
2000-01-21;0,603;0,552;0,499
2000-01-14;0,588;0,547;0,481
2000-01-07;0,588;0,539;0,483
1999-12-30;0,6;0,523;0,486
1999-12-24;0,6;0,523;0,486
1999-12-17;0,601;0,523;0,501
1999-12-10;0,594;0,522;0,492
1999-12-03;0,601;0,523;0,502
1999-11-26;0,594;0,473;0,442
1999-11-19;0,572;0,441;0,417
1999-11-12;0,551;0,42;0,417
1999-11-05;0,525;0,409;0,414
1999-10-29;0,533;0,41;0,395
1999-10-22;0,524;0,407;0,385
1999-10-15;0,523;0,405;0,385
1999-10-08;0,533;0,421;0,387
1999-10-01;0,536;0,422;0,39
1999-09-24;0,536;0,415;0,397
1999-09-17;0,534;0,414;0,397
1999-09-10;0,515;0,408;0,391
1999-09-03;0,518;0,406;0,387
1999-08-27;0,528;0,406;0,388
1999-08-20;0,518;0,408;0,385
1999-08-13;0,506;0,408;0,376
1999-08-06;0,496;0,401;0,362
1999-07-30;0,497;0,402;0,365
1999-07-23;0,494;0,39;0,372
1999-07-16;0,5;0,392;0,381
1999-07-09;0,491;0,383;0,383
1999-07-02;0,492;0,371;0,377
1999-06-25;0,484;0,373;0,376
1999-06-18;0,484;0,368;0,367
1999-06-11;0,479;0,361;0,361
1999-06-04;0,474;0,369;0,367
1999-05-28;0,478;0,364;0,374
1999-05-21;0,469;0,368;0,357
1999-05-14;0,479;0,366;0,357
1999-05-07;0,483;0,37;0,352
1999-04-30;0,49;0,367;0,358
1999-04-23;0,49;0,376;0,357
1999-04-16;0,482;0,375;0,343
1999-04-08;0,481;0,37;0,343
1999-04-01;0,476;0,372;0,335
1999-03-26;0,468;0,369;0,331
